6301 2
4405 -1.4913076 1.5587974
4730 -0.9532373 -0.57830626
2695 -1.0847261 0.86006993
4967 -0.95055324 -0.53011894
30 -1.5396575 1.5503036
3838 -0.98711437 0.10576068
1537 -1.4518285 1.5083667
2020 -1.5183483 1.5819095
3471 -1.1726208 -1.3498174
1692 -1.0205145 0.30089697
694 -1.4015206 1.3263371
814 -0.98603326 -0.44720846
163 -1.0349782 0.21706441
2679 -1.7916397 1.9339801
1996 -0.93061155 -0.019364191
4076 -1.3982272 1.3008399
5338 -1.8044704 1.9205348
3256 -1.0143535 0.4071497
533 -0.90835196 -0.22756732
3551 -1.7259022 1.819465
1059 -1.6867118 1.7634312
434 -1.6105481 1.6721456
3223 -0.9482502 -0.6504532
805 -0.98158395 -0.5872846
5542 -0.9684195 -0.111465156
3129 -0.98412716 -0.16999368
2890 -1.0121908 -0.87671715
1856 -1.0043621 -0.73834467
2471 -1.1583314 -1.3895061
1737 -0.97289264 0.3358662
3515 -1.612252 1.6486387
2037 -1.4078512 1.4386321
5792 -1.401444 1.3504894
2286 -1.4659868 1.4670169
3024 -1.0501971 0.56304073
2351 -1.0873196 -1.1553632
1485 -1.6657656 1.6870509
371 -1.8333938 1.9587631
2015 -1.1363628 -1.2901073
2901 -1.3443466 1.2760093
5589 -0.88658273 -0.33301583
4008 -0.8826868 0.023522371
2092 -1.003923 0.51670456
3088 -1.6656215 1.7791677
2835 -0.9416374 0.009295368
4951 -0.98484766 -0.73886067
3323 -1.607835 1.6101828
636 -0.87689376 -0.5337755
3270 -0.98807997 -1.016755
2046 -1.5819595 1.6953686
5901 -0.9223482 -0.29534096
1417 -1.5391076 1.5995622
3931 -1.1171169 -1.2803353
1989 -0.95893276 -0.6073033
2591 -0.8948156 0.16368866
3465 -1.1601833 1.0155187
4003 -1.63281 1.6664867
1549 -0.98427075 -0.46429402
4490 -1.1112494 0.4574884
2710 -0.9074288 -0.06294961
6169 -0.85212207 -0.28550658
4260 -1.4718041 1.45893
4726 -1.1053354 -1.1015431
4752 -1.3373646 1.2839756
1230 -1.0362389 -0.29811546
2290 -1.8341103 1.9628309
6193 -0.9715462 0.30468833
4167 -1.0158255 0.23161136
4792 -0.97945714 8.76417e-05
1934 -1.5340273 1.5985591
3382 -1.0018768 -0.29767734
4852 -0.90829724 -0.30252516
2712 -1.5527265 1.5620307
3260 -0.97965956 -0.59639955
349 -0.9750508 0.21806847
3355 -0.96500444 -0.3466706
4638 -0.9511415 0.4336142
975 -0.9903628 0.31405154
2077 -1.343522 1.2433177
4041 -0.91777 -0.09910226
3026 -1.9904145 2.1789439
724 -1.0119587 -0.19491054
1844 -1.0531564 0.2576596
3213 -1.219852 1.1029838
1087 -1.0234144 -0.52145004
797 -1.0877064 -1.0980797
1730 -1.0135776 0.05422694
5893 -1.6147355 1.7043664
1864 -1.093635 0.7013425
4666 -0.9705482 0.35848442
725 -0.96644086 -0.16267985
3526 -1.505817 1.5042833
4010 -1.0551035 -1.0731077
6273 -1.079503 -1.2353764
1980 -0.9484012 -0.45238242
1539 -0.9517195 -0.19868985
3536 -0.9598763 -0.68992966
6264 -1.0283661 0.6377141
1582 -0.97520715 0.14365196
802 -1.0262812 -0.54959476
5030 -0.96148026 0.073200345
599 -0.96821505 -0.01974428
3553 -1.8877186 2.0352352
5924 -1.0519334 -1.216318
2205 -0.93187475 -0.0017891388
183 -1.4226927 1.3960049
3507 -0.96538174 0.06684751
6036 -1.00903 0.3231977
6094 -0.99494785 0.52823037
3579 -1.0738097 0.76177293
4684 -0.9399347 -0.318985
1222 -0.99378365 -0.33129343
1075 -1.1008639 0.6991079
4121 -0.98489654 0.48747572
5206 -0.9235707 0.06614007
887 -0.9641205 0.0053336592
2680 -0.95890725 -0.022492452
3890 -1.6120485 1.6694229
2807 -1.4662666 1.5294948
2222 -1.0012194 -0.17396753
3937 -1.7417301 1.8434367
5497 -0.89750946 0.17280047
4277 -0.87510455 -0.100819565
3415 -1.3703632 1.2975237
5928 -1.5963625 1.6444551
4745 -1.0202029 -0.9148078
480 -0.9121372 0.051314898
710 -1.0111264 -0.86204916
4442 -0.782619 -0.24033178
3335 -0.9725579 -0.64532226
3613 -0.9056862 -0.16109253
921 -0.999527 0.24382776
299 -1.1839237 0.97239244
1559 -1.3548914 1.2864919
173 -1.3974749 1.3061461
4174 -1.7926962 1.8649838
4197 -1.6569492 1.7459562
604 -1.001393 -0.1642047
6093 -0.9646638 -0.6169895
4553 -1.627134 1.6669943
3495 -1.5953532 1.6524427
4631 -0.9161003 -0.48003498
1456 -1.0252334 -0.63085705
2315 -0.9451206 0.40976804
4403 -0.91301215 0.13442288
2770 -1.5752941 1.6181486
4799 -0.9403295 -0.34934834
716 -1.7366695 1.8312174
6066 -0.88513994 0.08465189
3676 -0.9635422 -0.19043301
1451 -0.98861873 0.52164733
3176 -1.8518893 1.9577141
3396 -0.9414625 -0.26054144
4500 -0.85881215 0.1295435
4143 -0.950041 -0.07344488
741 -0.92793924 -0.29105008
3042 -1.8559566 1.9989423
2261 -1.4903629 1.5216389
5882 -0.97856814 -0.28331497
2861 -1.6683834 1.7450529
522 -1.0094467 -0.6945873
1388 -1.6554179 1.7318277
2916 -1.073423 -1.0067632
5053 -0.97285116 0.005758718
4532 -1.56901 1.6134305
3910 -1.7923054 1.9566967
261 -1.0656815 0.54076475
5201 -1.8089179 1.9482481
4805 -0.9424447 -0.12463499
2715 -0.9666532 0.051653784
981 -1.1567844 0.748522
2547 -0.9901901 -0.022999281
529 -0.98407006 0.0032939082
504 -1.8194939 1.9263211
5895 -1.6887178 1.8521975
4298 -1.0329204 0.28328726
1641 -1.034022 0.48427877
4472 -1.582473 1.6826789
2860 -1.4593097 1.4386607
2879 -2.0178127 2.2360523
4667 -0.9256786 -0.432066
516 -0.935789 -0.39719114
4447 -1.0027624 0.32420355
1085 -1.0037422 -0.34779572
1784 -1.6202579 1.7184273
3757 -1.9832476 2.2034233
4781 -0.9789437 0.23731221
442 -1.008712 -0.67950374
3881 -0.95590913 -0.472902
3484 -1.7085645 1.7614287
4567 -1.045764 0.49412847
2254 -0.99278957 -0.3370981
719 -0.93315405 0.1969348
5618 -0.98758215 -0.497324
2133 -0.89636546 -0.31316283
2398 -0.9443028 -0.5541902
889 -0.9779038 -0.13502595
449 -1.7421379 1.830371
557 -1.7158195 1.7900214
2052 -1.5674609 1.652024
56 -1.0446044 -0.91378754
5680 -0.9672601 -0.28295082
4222 -0.9106042 -0.20909394
2056 -1.7448658 1.8421239
5821 -0.92581177 -0.28178337
1123 -1.0038699 0.056702007
2494 -1.0063033 0.30040875
3820 -1.6844662 1.772574
4207 -0.9682713 -0.49779454
4211 -1.752756 1.887669
1393 -2.0025306 2.219438
4641 -1.0649463 -0.9951901
1524 -0.92374825 -0.40527079
409 -1.6668514 1.7165567
803 -1.0316703 -0.7434453
2883 -0.9946679 0.47799936
1136 -1.1842812 0.849074
5459 -0.9505376 0.09117563
5008 -1.3084543 1.1588949
3348 -1.7310264 1.9029595
1665 -1.6168902 1.6940224
6088 -0.94458157 -0.49097845
2383 -0.9849216 -0.55147797
491 -0.9408229 -0.4369728
1885 -2.2957046 2.595067
4568 -1.2327443 -1.7097718
4508 -1.3097147 1.2460282
4203 -0.9393664 -0.38697496
2352 -0.94801766 0.0018274973
3105 -0.93451715 -0.26202345
4758 -0.993132 -0.4928602
4639 -0.9319661 -0.336728
2936 -1.0303891 -1.0778472
3693 -1.8135111 1.978877
4482 -1.8357388 1.9419277
1046 -1.6910788 1.767124
5263 -1.6384208 1.6932417
5078 -1.0454196 0.4585636
5994 -0.96512705 -0.63217115
1433 -1.6627599 1.7435937
1723 -2.1616535 2.447712
340 -0.98552555 0.19858648
3040 -2.0640452 2.2387211
1527 -0.92778236 -0.3972039
4456 -1.9443796 2.1173015
1603 -2.1326876 2.3724027
3380 -0.931258 -0.13896032
2606 -1.8598666 2.0093355
4337 -0.99467516 -0.5721033
1785 -0.882027 -0.43111077
3577 -1.7205173 1.7754414
309 -1.0238116 -0.07302483
5090 -1.9041778 2.0580714
5915 -0.95863664 0.1960979
281 -0.9876946 -0.13307457
2962 -0.947972 -0.030185215
5819 -1.8945271 2.0177636
4016 -1.6322215 1.6602472
1948 -1.264844 1.1886958
4227 -1.655411 1.739613
2501 -1.7005864 1.7871443
22 -0.99693334 0.2215965
2252 -1.8389549 2.0016406
6079 -0.9766378 -0.19377723
1753 -0.9616391 -0.055590205
1352 -1.4098972 1.3671176
5255 -1.0230261 0.8041664
3529 -1.701846 1.7961226
1326 -0.9935231 0.21082917
1984 -1.0445229 -0.839933
4114 -1.7679026 1.9176185
6163 -0.9670199 -0.73902833
1115 -1.0823947 -1.0313507
1550 -1.653744 1.7292122
5962 -1.3747252 1.3135084
1113 -1.8964416 2.0351233
5532 -1.7018858 1.7935935
1649 -0.97316045 -0.7810061
5277 -1.0175966 -0.3534364
1034 -1.0050117 -0.43109313
4198 -0.90565246 -0.38144696
3403 -1.6738962 1.7880198
1579 -0.9468213 0.27453205
3979 -1.8153008 1.941168
1601 -1.7426358 1.8647362
646 -1.7445455 1.8645964
4274 -0.9733882 0.11120451
106 -0.96475774 -0.12825434
296 -0.9536214 -0.5023167
1477 -1.5153662 1.4830229
5052 -0.92412025 -0.38088542
5137 -1.6852151 1.7696146
2361 -0.9498423 -0.3139146
2217 -1.5060747 1.5399847
5236 -1.5092126 1.5417707
1748 -0.9549444 0.13555503
5386 -1.4598659 1.5287161
1399 -0.94173723 -0.033450406
3948 -1.7258557 1.8091371
6069 -0.9697639 -0.37247527
4279 -1.7678111 1.9173783
117 -0.9249582 -0.17984642
3893 -1.3370701 1.2011645
612 -0.995374 -0.4048574
5044 -1.7866117 1.9202267
1047 -0.91342986 0.14454837
929 -1.0949908 0.84171593
5245 -1.7404621 1.8213995
3563 -1.0507195 -0.95699364
455 -0.9307383 -0.142604
1732 -2.0093095 2.190459
0 -2.198383 2.5176353
4431 -1.0654504 -0.8631562
5537 -0.96605873 0.18694048
6138 -1.7791241 1.9164425
6006 -0.92096007 -0.9732754
1239 -1.1786345 -1.3812764
5827 -1.1279602 0.6946582
1973 -1.0201377 0.34682366
1339 -0.9963268 0.046862315
5213 -1.0688096 0.4726648
999 -0.95469636 0.24305935
3258 -1.70892 1.8463466
4755 -1.8570336 2.017535
6077 -1.6414146 1.7429342
983 -1.0647658 0.63596636
1955 -1.0120718 -0.7228863
2119 -0.96541935 -0.23521967
1877 -0.9731256 0.21083866
1342 -1.0007163 -0.014291507
4428 -1.6676186 1.8013002
1286 -1.0087183 0.45867354
510 -0.9357609 -0.25941503
5498 -1.613425 1.7222843
4655 -1.0865676 -1.0640887
401 -1.6879277 1.8037151
6012 -0.9458207 0.118515246
4844 -0.9741639 -0.0031485423
4664 -1.0104259 -0.9464394
940 -0.9498375 -0.011873106
1884 -1.69975 1.8360825
4908 -1.292693 1.3519473
840 -0.92283374 -0.37706104
1741 -1.058904 0.24408962
583 -1.003273 -0.32909313
222 -0.9529282 -0.15569635
109 -0.9605091 0.08420842
788 -1.1339349 -1.3802376
3452 -1.727306 1.8506868
4728 -1.1622401 0.9913752
1290 -1.6280075 1.6883413
5478 -1.7038292 1.7950369
2544 -0.9873591 0.43973863
1800 -1.0228623 -0.75968707
4705 -1.770858 1.8714275
1834 -0.9420783 -0.53067714
2789 -0.9495355 -0.38578245
574 -1.5361578 1.5432496
1992 -1.4056215 1.4111493
5292 -0.9891153 -0.60347766
4058 -0.91472894 -0.19630961
1453 -0.96457636 -0.02085675
2184 -0.9033057 0.06365194
4995 -0.78302366 -0.5232374
4276 -1.7252535 1.8491868
3590 -1.034811 0.22826144
5418 -1.4234203 1.4450216
199 -1.0079509 -0.8067287
4470 -2.0256076 2.2642584
2089 -1.0086926 -0.54942554
1167 -1.0165714 -0.8325604
5809 -1.8941343 2.0481436
835 -0.98568416 -0.5487264
3765 -1.0223897 0.520266
2396 -0.923721 0.35703698
1284 -1.4467524 1.4476801
215 -0.9433813 0.06831742
3394 -0.89851224 -0.083676875
5515 -1.6379031 1.7103124
689 -0.98038155 0.185143
4300 -0.95298076 -0.038376622
4252 -0.99250203 -0.7777274
4301 -0.9653233 0.1926023
6175 -1.7385166 1.84317
4112 -1.6298792 1.6499621
3185 -0.98479605 -0.6232382
476 -0.96685463 -0.14190201
2869 -1.0703794 -0.97973335
1218 -0.9045396 -0.53672516
1627 -0.9745357 -0.36767906
3505 -1.5481756 1.6290519
3174 -0.95994717 -0.39115348
3747 -0.97498447 -0.40978152
749 -1.0029577 -0.80068517
1806 -1.7151275 1.8106488
3544 -1.840541 2.0151355
6132 -1.6581062 1.7913488
2359 -1.0101432 -0.2567949
3976 -1.6944109 1.7991678
155 -1.4083153 1.359602
260 -0.9928768 -0.65598303
1425 -0.9771615 0.039216895
810 -0.96214336 -0.17930546
5978 -1.6192378 1.6850919
3519 -0.9867188 -0.6638737
4220 -1.874151 2.0568292
1596 -1.0838977 0.8803828
2374 -1.8362246 1.9607514
1447 -0.93132824 0.47871408
360 -1.0089387 -0.61056465
164 -0.9875143 0.16640021
3221 -0.9841525 -0.5371914
972 -0.9234698 -0.56451946
3673 -1.8653947 2.0026948
4399 -1.8770502 2.0286598
13 -1.0751466 0.51916146
466 -0.9291085 0.0053932867
552 -0.94783604 -0.3786045
453 -1.0716068 -1.1219476
944 -0.9772382 -0.27180916
4356 -0.94036615 -0.4823185
5300 -0.994322 -0.6730031
428 -0.95362025 -0.13653004
6174 -2.0064373 2.1700222
752 -1.6901348 1.8654976
1704 -1.9185436 2.0820518
1294 -1.1131173 0.88221323
1586 -1.8196981 1.9562474
685 -0.9873603 -0.64793545
3883 -1.8194666 1.9181284
1050 -0.9592655 -0.30515417
1319 -1.8094275 1.9539623
1663 -0.9116966 -0.33810866
3276 -1.5364295 1.5776932
2098 -1.9151145 2.0940795
3989 -0.98388267 0.017404718
2218 -0.95987964 -0.6736797
3995 -1.0003724 0.30742103
996 -1.0136127 -0.770745
4900 -1.7625061 1.8690314
3371 -1.1396581 0.79788387
3779 -0.9907626 -0.5099378
2728 -1.5616081 1.6127248
5654 -1.8725969 1.9465734
3677 -1.1576674 0.71901834
3043 -2.0463393 2.2224407
928 -0.9647017 -0.53721386
4874 -1.3884113 1.3513398
5359 -1.8985798 2.0258653
698 -2.008088 2.250626
3537 -1.5574834 1.6739628
6092 -1.2250046 1.0677379
1689 -0.94356537 -0.26813668
742 -0.87477994 0.1510107
3385 -1.0329787 -0.6147819
2549 -1.9174997 2.0780337
2443 -1.0228887 -0.45544326
1492 -0.9490318 -0.48797157
1120 -0.95957446 -0.34283382
5675 -1.4809352 -2.2599418
1122 -0.99285 0.118148655
4988 -1.7867146 1.8951398
2084 -1.5968612 1.6296389
2394 -0.915677 -0.09480443
2236 -0.9962268 -0.68600893
1064 -1.0654782 0.35417765
1036 -0.99103117 0.23539044
4949 -1.6240364 1.7012454
2224 -1.8129877 1.9421527
3599 -0.91187966 -0.40929204
3734 -1.8169578 1.9151222
2243 -1.8324196 1.9868181
5267 -1.545155 1.5935736
4281 -0.9846772 -0.44779474
227 -0.98208016 -0.2316005
1054 -1.0094239 -0.83647823
1321 -0.9916183 -0.43621197
451 -0.96177495 -0.6543279
1813 -1.8303639 1.9729462
290 -0.9581881 0.012424056
513 -0.86296767 -0.15807284
203 -1.2647446 -1.8158911
376 -0.96755624 0.065777846
1044 -0.95389044 -0.4800287
421 -1.9505142 2.1191826
1233 -1.0081557 -0.086645715
3045 -0.8650278 -0.25774443
633 -0.99594086 0.060256884
2207 -0.9912385 0.30820936
3617 -0.9769599 -0.011556575
2262 -0.9239202 -0.34505704
1656 -1.0326655 0.015252419
3393 -0.9316515 0.20046183
2964 -0.9950003 -0.25174364
1376 -0.9441522 -0.4192292
3772 -0.8814617 -0.5432986
4236 -1.1824213 -1.4489416
3945 -1.7368237 1.8838165
1571 -1.006954 -0.7317223
2941 -0.9737776 -0.15711416
6181 -1.8285605 1.9676238
4771 -1.027812 -0.92148244
2430 -0.99671227 -0.9157485
2214 -0.9262348 -0.0230957
1751 -1.1085544 0.79877305
1928 -0.95113117 -0.50512046
2272 -0.9931677 -0.665076
1473 -1.8864063 2.064629
3292 -0.97563213 -0.6663757
437 -0.9850617 -0.19116223
5339 -1.8125541 1.9164451
3136 -0.99005985 -0.49595454
2344 -1.0091262 -0.06187551
4465 -1.704618 1.7478544
1157 -0.979549 -0.45711556
3522 -0.9150171 0.10077387
3362 -1.0530565 0.21125175
1762 -1.03263 -0.7241578
432 -1.0009061 -0.41468936
1203 -0.96673024 -0.19861197
3255 -1.9056996 2.044175
1017 -0.661348 -0.036889367
3626 -0.989117 0.17945641
256 -0.9567629 -0.07700849
4373 -0.9652671 -0.26656705
1494 -2.1132214 2.3534675
3356 -1.646936 1.7580421
2178 -1.6069703 1.7085807
2538 -0.90014565 -0.21271715
3728 -0.9478768 0.33269286
1332 -1.0285504 -0.14382091
3446 -0.85144913 -0.8073083
5726 -1.6612364 1.7062386
3804 -0.9536201 -0.02893487
1308 -0.8313221 0.012442904
2625 -0.9773118 -0.061865933
2200 -1.0115927 -0.11780763
2090 -1.0749943 -0.8769978
2234 -1.0045912 -0.5408176
2966 -1.0030043 0.014458544
1512 -0.96116626 -0.4986609
433 -0.9997504 0.045814436
342 -1.0085019 -0.5902202
2650 -1.0002377 -0.27437913
2777 -0.9086915 -0.68871886
5499 -0.96827686 0.14175794
4179 -2.0353985 2.2221613
5950 -1.9659867 2.1837544
5630 -0.9800544 0.10146544
992 -1.8882939 2.0783615
3025 -0.95410484 -0.22909631
5543 -1.853221 2.0007524
4731 -0.9426726 -0.23884241
399 -1.1187234 0.9747334
274 -1.1335001 -1.3236085
538 -0.93025154 -0.50727737
3334 -1.0162212 0.034361538
200 -1.1877576 -1.4457306
86 -0.9983447 -0.9153099
1950 -0.97882843 -0.5230223
1915 -1.1415591 -1.3224044
1592 -1.0041356 -0.28800792
518 -0.97585374 -0.59785104
1901 -0.8833927 -0.39972034
1300 -0.9850664 -0.15190229
3039 -0.94129777 -0.04652611
711 -0.9770408 -0.43570465
3429 -0.9500636 -0.051792443
1254 -0.9983675 0.44762838
366 -2.3466215 2.6140726
4676 -0.9783466 -0.60733676
645 -0.93409 -0.22093742
268 -0.98950016 -0.19533293
2364 -0.98621535 0.4497777
3147 -0.96992356 0.01502324
1631 -1.0074998 -0.06597409
4234 -1.5249634 1.578346
4854 -1.1026524 -1.2632593
4000 -0.91349393 -0.38044816
3516 -1.0046355 -0.56071234
2505 -0.97746015 -0.35295877
1653 -1.148661 0.8306892
6067 -1.6833682 1.7497288
739 -0.928618 -0.078485735
435 -0.9445388 0.039258257
1924 -0.9723182 -0.5357465
50 -1.0143859 0.056516666
4098 -0.98613834 -0.57470834
1812 -1.0062894 0.0143019995
462 -1.0629224 -0.9346824
3053 -0.9650072 -0.19910732
282 -1.0428731 0.31216997
5257 -1.080953 -1.3003285
1808 -1.0079803 -0.25248957
452 -1.0780609 -1.0663654
5590 -0.89114547 -0.4038263
308 -0.9859472 -0.44886783
2697 -1.0218807 -0.6415512
3607 -0.96826994 -0.055275433
2497 -1.0108001 -0.12334129
712 -1.0142086 -0.4558122
3885 -1.0557201 0.049060553
1538 -1.018795 -0.5500173
1900 -1.0474648 0.27484775
573 -1.0668492 -0.69461614
5785 -1.8207704 1.9412066
1097 -0.9781148 0.40263772
2595 -0.97257495 0.048816636
2330 -0.9811381 -0.124361545
1907 -2.1904306 2.467582
2911 -0.9866102 -0.16623156
3627 -1.009876 0.17809393
4389 -1.0047308 0.3628594
1219 -0.98201644 -0.067319795
115 -0.8862118 -0.45444128
6288 -1.2263775 -1.6356963
2973 -0.9671086 0.1078231
5356 -1.0698524 -1.2370279
5568 -1.0211494 -0.82752335
911 -1.0684483 0.4607135
1507 -1.1276692 -1.0897549
651 -1.0282909 -0.5339573
2276 -1.0620664 -0.95320916
338 -1.0634912 0.06142036
2744 -0.992391 -0.17923969
2776 -0.99272954 -0.15943292
5155 -1.147039 -1.3495202
2528 -0.9617865 -0.5946994
2579 -0.9383623 0.12514293
487 -1.0027846 -0.6565832
2576 -0.9955103 -0.047561757
6194 -0.9761856 -0.5388761
2944 -0.961448 -0.75111127
3860 -0.9900101 -0.44191962
883 -1.0342176 -0.6360287
2643 -1.0099826 -0.37279934
1367 -0.9823929 -0.7132671
4194 -0.9646633 0.10406553
5270 -0.9634943 -0.35811254
5578 -1.0608951 -1.0359548
3204 -0.99936575 -0.30370504
614 -0.9930144 -0.86194485
2785 -0.9052649 -0.16542426
1224 -1.0507941 -0.7309784
2429 -1.0003754 -0.610039
3004 -0.9732508 -0.10113261
1213 -1.0294755 -0.8811141
1100 -0.9476231 -0.74992585
4358 -1.8749181 1.9456306
2559 -1.00926 -0.79115224
1726 -0.9556768 0.12030424
4031 -0.99565387 -0.49711326
302 -1.0035658 -0.60626525
103 -1.0277872 0.23356298
2594 -0.91329104 -0.39322433
4761 -0.9399319 -0.32695627
4894 -1.0188677 0.19629896
3897 -1.1134269 -1.2541069
156 -1.0016321 -0.5024773
1683 -5.3682203 -7.8342013
1684 -5.368462 -7.834569
1798 -1.0376878 -0.71053565
3808 -1.0070251 -0.546781
347 -1.0232862 0.044748586
3418 -0.97646946 -0.37430912
1103 -0.9695165 -0.7507608
3293 -1.1055614 -1.0917875
5475 -1.0575138 -1.0232066
2215 -1.026443 0.23070648
2626 -1.0511794 0.5145428
2583 -1.0943348 -1.0878441
1491 -1.0418677 0.13976638
4368 -1.0148022 -0.86129856
3786 -1.1337333 -1.2289463
2397 -0.8952545 -0.13149326
2353 -1.0218959 0.15339342
1161 -2.242866 2.4743452
1177 -0.98255914 -0.110045016
1728 -0.9988748 -0.37342954
14 -0.96911687 0.0048397915
3063 -0.9985037 -0.06995453
664 -1.052563 -0.7357158
4921 -0.9687162 -0.21168026
2067 -0.9669345 -0.66144127
3301 -1.0057627 -0.344266
2291 -1.0049387 0.03090575
798 -1.083921 -0.9685524
1583 -0.9477377 -0.7050293
2517 -1.0334198 -0.94455266
470 -1.0344822 -0.4363719
5837 -0.96791047 -0.4286903
1208 -1.0166496 0.30090055
3406 -1.1017854 -0.92360383
3485 -0.9543542 -0.47108245
4692 -1.1082649 -1.1284528
1316 -0.95407945 0.023485944
1360 -0.8833908 -0.3793833
3074 -0.97903085 -0.11773187
500 -0.9274588 -0.039417867
3922 -1.0619476 -0.96618605
2481 -1.0983443 -1.2898571
649 -1.0257541 -0.24755332
568 -0.9934181 -0.4651612
2348 -1.0201355 -0.4469366
4106 -1.0620886 -1.1082706
3850 -1.4976143 1.5287584
4680 -1.022517 0.0040870756
1335 -0.94954455 -0.648627
860 -0.99851537 -0.50464666
3275 -1.0462677 -0.8559955
2422 -1.0720835 -0.89168423
3311 -1.0063943 -0.4137315
1912 -0.95194525 -0.037446897
2440 -0.94498175 0.061744954
520 -1.1001416 0.512415
581 -0.9708069 -0.009365707
107 -0.9962388 -0.005273657
5149 -1.0453964 -0.52877617
1655 -1.0603882 0.17168167
498 -1.0169609 -0.2794608
2179 -0.98730135 -0.4349941
1398 -1.1305425 0.5984988
1618 -0.94118506 -0.71360606
3376 -1.0159557 -0.708876
1846 -0.9845594 -0.5416472
1720 -1.0336415 -8.878732e-05
1936 -0.9983879 -0.29371104
2036 -1.063133 -1.1775583
3188 -0.95790493 -0.5465421
413 -1.1272718 -1.3555875
2060 -1.1588168 0.87263477
3681 -1.1630948 -1.4234384
4725 -1.0177331 -0.9224297
4467 -0.9917733 -0.8101856
1939 -1.1266199 -1.3173835
2984 -1.0230113 -0.7325601
3299 -0.9564156 -0.2992378
2013 -1.043717 0.20911518
1195 -0.99571145 -0.15550043
2220 -1.064119 -0.911564
849 -1.0323697 -0.60146827
2149 -0.9805435 -0.2982724
406 -0.9351798 -0.03143117
2652 -0.9936762 -0.7711352
2537 -1.0106831 -0.92680717
3321 -0.9625611 -0.23374285
3595 -0.9533657 -0.3151602
1325 -1.0156778 -0.11511663
822 -1.1251767 0.61407167
3169 -0.9740309 -0.1819661
609 -0.9586627 -0.3817645
1481 -0.9405998 -0.2659639
2781 -1.002067 -0.67451334
1444 -0.9629322 -0.08616938
6277 -1.0895113 -1.2015617
5273 -1.1812696 0.8492572
1374 -1.0611951 -0.8392831
2125 -1.0032243 -0.28760508
2163 -0.9621464 -0.49593365
1347 -1.0178374 0.03122653
5937 -0.9800578 -0.55049807
738 -0.9373297 -0.19581632
463 -1.0935225 -1.1730273
1171 -1.0054451 -0.79399574
2499 -1.0045658 -0.20292056
5077 -0.9504124 -0.4633876
3035 -0.97450566 -0.35271835
10 -2.093527 2.424861
3481 -1.1101025 -1.4135016
1671 -1.0764687 0.25200737
1253 -1.023582 0.16959964
947 -1.9527814 2.1842563
3894 -0.94998723 -0.47649693
4172 -0.9513554 -0.5118576
1612 -1.0345066 -0.84438884
2493 -0.9992691 -0.42945772
884 -1.021426 -0.678004
5357 -1.0668727 -1.4083772
4856 -0.9042149 0.118408665
2708 -1.0674053 0.08484536
514 -1.0705005 -1.0561053
3619 -0.9629383 -0.17044316
4248 -1.0996512 -0.85074407
301 -1.1118239 1.0195802
407 -0.9699488 -0.45588157
4026 -1.3896041 -2.1007018
71 -1.0478275 0.34831998
330 -1.0082593 -0.03123244
2298 -0.93422836 -0.6881216
1731 -0.9755491 -0.23533225
3070 -0.9848386 -0.6564125
1861 -0.9713711 -0.5626199
2590 -1.0262303 -0.7678363
4082 -1.0220523 0.2623536
648 -1.0438713 -0.71915644
2935 -1.1208053 -1.151198
744 -0.9892038 0.03929146
2981 -1.0086919 -0.79392064
2982 -0.99498266 -0.1406535
41 -0.9315158 -0.5702941
2943 -0.9895941 -0.4781877
2427 -1.1339356 -1.0893722
2585 -0.92568654 -0.39453557
5961 -0.8939598 0.026134552
4371 -1.0322711 -0.9087508
1952 -1.0633467 -0.040777553
566 -1.0959991 -1.0484699
3093 -1.0060062 -0.27980685
3487 -1.0212706 -0.029878933
2366 -1.0501193 0.16040885
2648 -0.9901533 -0.64006144
1776 -1.022505 -0.6898436
5548 -0.86832356 -0.47686708
3052 -1.031928 -0.0834803
833 -0.985775 -0.47296172
948 -0.92683035 -0.19988096
4333 -1.0796012 -0.94714975
493 -0.98413455 0.17407383
4871 -1.0216248 -0.44702527
187 -1.3467429 1.4675424
5086 -1.0346355 -0.73891646
5332 -1.24133 1.1523588
862 -1.0073068 -0.56062365
2658 -1.0364281 0.067278355
5369 -1.1063145 -1.1870071
2475 -1.0246831 -0.49895227
730 -1.0438322 0.21084383
4929 -0.9453419 -0.42394227
1679 -1.0463934 0.5539544
3110 -1.0134934 -0.413959
3134 -0.97903 -0.02905653
59 -0.9934793 -0.26010144
3022 -0.958221 0.28948328
779 -1.054821 -1.0686805
6060 -1.355452 1.2580807
5159 -1.0041058 -0.1034774
1770 -0.91839814 -0.4132815
2448 -0.96237177 -0.6894631
4828 -1.0987657 -1.2057049
1894 -0.99830633 -0.17190178
3740 -1.0007648 -0.16629682
4232 -1.0858747 0.6162212
4433 -1.1528791 0.8652552
2051 -1.0927987 0.11712985
1824 -1.0153633 0.04553146
1336 -1.0086278 -0.57759887
969 -1.0350368 -0.93531746
1327 -1.0127352 -0.26228598
691 -0.98715615 -0.24081925
2758 -0.96955675 -0.105399504
184 -1.245131 0.96744835
1711 -0.999041 -0.8088203
587 -1.0056311 -0.26152956
3249 -1.027381 0.20326227
2477 -1.0123492 -0.20843829
1860 -0.9317451 -0.060654342
1146 -1.373848 -2.1222806
1018 -0.9508551 -0.72888035
3717 -0.95861644 -0.5745122
182 -1.0457484 -0.023681799
4563 -1.2544076 -1.5986103
2662 -0.9433259 0.17299384
2194 -1.0808395 0.6177075
2249 -1.2119714 -1.5345807
